scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint,deadline_slots,size_bucket,compute_bucket,mem_bucket,atomicity,split_bucket,urgency,latency_sensitive,compute_heavy,io_heavy,memory_heavy,routing_hint,task_type,task_subtype,type_reason,multi_flags,final_flag,is_general,is_deadline_hard,is_latency_sensitive,is_compute_intensive,is_data_intensive,cluster_id
heavy,0,90,2,12,12.0,4.45023,1346948900.0,5994232300.0,37.107903,image,0,,,0,0.0,discrete,,M,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,2
heavy,0,91,3,12,12.0,5.467994,3446661600.0,18846327000.0,87.32043,text,0,,,0,0.0,discrete,,M,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,92,3,12,12.0,6.3684316,3597649700.0,22911386000.0,109.19434,image,0,,,1,0.7869536,continuous,,L,L,L,splittable,L,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,1
heavy,0,93,13,12,12.0,7.5757394,1343481900.0,10177869000.0,79.84211,text,0,,,0,0.0,discrete,,L,M,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,94,15,12,12.0,3.3391242,1734662800.0,5792254000.0,95.14555,text,1,0.6142698,12.61427,1,0.612634,continuous,1,S,M,L,splittable,M,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,95,16,12,12.0,3.7105253,2387108000.0,8857425000.0,78.29311,text,0,,,1,0.47916222,continuous,,S,L,L,splittable,S,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,96,3,13,13.0,9.240381,714929800.0,6606224000.0,130.21213,image,0,,,0,0.0,discrete,,L,S,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,97,6,13,13.0,5.800772,1364546200.0,7915421000.0,76.983444,text,0,,,1,0.4473576,continuous,,M,M,L,splittable,S,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,98,8,13,13.0,6.450294,1833426700.0,11826141000.0,78.039825,sensor,1,0.81932795,13.819328,0,0.0,discrete,1,L,L,L,atomic,NA,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,99,10,13,13.0,1.2110386,1021988100.0,1237667100.0,88.32439,image,1,0.9299115,13.929912,0,0.0,discrete,1,S,S,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,100,10,13,13.0,7.727493,964636160.0,7454219300.0,31.711105,image,0,,,1,0.42120692,continuous,,L,S,S,splittable,S,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,101,10,13,13.0,4.790154,889143600.0,4259134700.0,77.385284,video,0,,,0,0.0,discrete,,M,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,102,12,13,13.0,11.727569,1848930200.0,21683456000.0,60.820107,text,0,,,1,0.8421692,continuous,,L,L,M,splittable,L,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy', 'splittable']",compute_intensive,False,False,False,True,False,2
heavy,0,103,14,13,13.0,16.53462,1092878500.0,18070331000.0,59.840836,image,1,0.9651322,13.965132,0,0.0,discrete,1,L,S,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,104,15,13,13.0,2.9599977,1975272700.0,5846802400.0,108.447464,sensor,0,,,1,0.40634844,continuous,,S,L,L,splittable,S,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,105,15,13,13.0,3.9254036,1145564400.0,4496803000.0,164.37263,video,1,0.8427852,13.842785,1,0.41667065,continuous,1,S,S,L,splittable,S,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,106,16,13,13.0,3.5334306,938211400.0,3315104800.0,87.32988,sensor,1,0.6898555,13.689856,1,0.8209522,continuous,1,S,S,L,splittable,L,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,107,0,14,14.0,1.095408,1121873500.0,1228909300.0,75.604675,image,0,,,0,0.0,discrete,,S,S,L,atomic,NA,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['memory_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,108,0,14,14.0,3.838677,1874809200.0,7196786700.0,31.523993,text,0,,,1,0.5928322,continuous,,S,L,S,splittable,M,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,109,0,14,14.0,3.045175,2503366400.0,7623189500.0,73.65944,video,0,,,0,0.0,discrete,,S,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,0
heavy,0,110,6,14,14.0,7.1769037,2203767600.0,15816228000.0,147.56053,text,1,0.9281942,14.928194,1,0.43799433,continuous,1,L,L,L,splittable,S,hard,True,True,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,111,13,14,14.0,3.761847,1930692400.0,7262969000.0,67.38386,image,0,,,0,0.0,discrete,,S,L,M,atomic,NA,none,False,True,False,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,['compute_heavy'],compute_intensive,False,False,False,True,False,1
heavy,0,112,14,14,14.0,4.169822,1365011100.0,5691854000.0,55.119915,video,0,,,1,0.50159854,continuous,,M,M,M,splittable,S,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,113,17,14,14.0,3.142852,1394460500.0,4382583300.0,55.773396,image,1,0.45210946,14.452109,0,0.0,discrete,1,S,M,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,1
heavy,0,114,6,15,15.0,3.4772294,3014952700.0,10483681000.0,47.774403,text,1,0.5660269,15.566027,0,0.0,discrete,1,S,L,S,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,115,6,15,15.0,4.8768444,2198839300.0,10723397000.0,58.76698,image,1,0.7203048,15.7203045,0,0.0,discrete,1,M,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,116,6,15,15.0,2.30836,2385096400.0,5505661000.0,67.43115,sensor,1,0.57138324,15.571383,0,0.0,discrete,1,S,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,117,7,15,15.0,4.487532,2400593000.0,10772738000.0,81.19219,image,0,,,0,0.0,discrete,,M,L,L,atomic,NA,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,118,8,15,15.0,6.2284565,1565993700.0,9753724000.0,105.58249,text,1,0.9757319,15.975732,0,0.0,discrete,1,M,M,L,atomic,NA,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,119,8,15,15.0,2.4748623,793352000.0,1963437000.0,63.606873,video,0,,,1,0.5983732,continuous,,S,S,M,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,120,9,15,15.0,10.244958,893252800.0,9151337000.0,43.188213,text,1,0.72692484,15.726925,1,0.4249983,continuous,1,L,S,S,splittable,S,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,121,10,15,15.0,4.755172,2389603800.0,11362977000.0,164.37263,text,1,0.4511393,15.451139,0,0.0,discrete,1,M,L,L,atomic,NA,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,122,11,15,15.0,14.915525,842144100.0,12561023000.0,58.789356,text,1,0.6736952,15.673696,0,0.0,discrete,1,L,S,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,123,14,15,15.0,2.5544715,1336155100.0,3413170400.0,37.264645,text,1,0.51440805,15.514408,1,0.45883584,continuous,1,S,M,S,splittable,S,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,124,17,15,15.0,7.2434707,796227140.0,5767447600.0,53.933506,image,1,0.58776134,15.587761,0,0.0,discrete,1,L,S,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,125,1,16,16.0,11.37979,1030682100.0,11728946000.0,85.7028,sensor,0,,,0,0.0,discrete,,L,S,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,126,4,16,16.0,10.50344,898176500.0,9433943000.0,72.375175,image,0,,,0,0.0,discrete,,L,S,M,atomic,NA,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,['io_heavy'],data_intensive,False,False,False,False,True,0
heavy,0,127,6,16,16.0,7.2338285,1640900600.0,11869993000.0,60.293896,text,0,,,1,0.60778904,continuous,,L,M,M,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,128,8,16,16.0,11.654118,1496639200.0,17442010000.0,69.963646,text,0,,,1,0.6576579,continuous,,L,M,M,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
heavy,0,129,8,16,16.0,3.6322734,1382239700.0,5020672500.0,40.934795,video,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,130,13,16,16.0,4.9074125,1364763100.0,6697456000.0,65.11556,video,1,0.41075817,16.410759,0,0.0,discrete,1,M,M,M,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,1
heavy,0,131,14,16,16.0,6.7324204,1046126400.0,7042963000.0,58.787735,text,1,0.9638294,16.963829,1,0.4435041,continuous,1,L,S,M,splittable,S,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,132,16,16,16.0,1.6309958,1109279100.0,1809229600.0,50.239594,video,0,,,0,0.0,discrete,,S,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,133,17,16,16.0,2.9761083,1746320400.0,5197239000.0,66.48544,video,1,0.99034697,16.990347,0,0.0,discrete,1,S,L,M,atomic,NA,hard,True,True,False,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy']",deadline_hard,False,True,False,False,False,1
heavy,0,134,0,17,17.0,3.9594421,1244462600.0,4927377400.0,40.954315,sensor,0,,,0,0.0,discrete,,S,M,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,135,0,17,17.0,5.74115,1488908200.0,8548045000.0,42.252182,sensor,0,,,1,0.7431326,continuous,,M,M,S,splittable,L,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,136,3,17,17.0,13.420107,1028093600.0,13797126000.0,78.1122,image,0,,,0,0.0,discrete,,L,S,L,atomic,NA,none,False,False,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,137,4,17,17.0,10.85626,912945200.0,9911171000.0,85.27831,video,1,0.53739333,17.537394,1,0.6349691,continuous,1,L,S,L,splittable,M,hard,True,False,True,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'io_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,138,4,17,17.0,1.8597003,1327813000.0,2469334300.0,101.60973,video,1,0.9557614,17.955761,1,0.4355046,continuous,1,S,M,L,splittable,S,hard,True,False,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'memory_heavy', 'splittable']",deadline_hard,False,True,False,False,False,0
heavy,0,139,5,17,17.0,3.3283973,2543164400.0,8464661500.0,127.25751,video,1,0.8846598,17.88466,0,0.0,discrete,1,S,L,L,atomic,NA,hard,True,True,False,True,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'memory_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,140,6,17,17.0,2.9840908,1016849860.0,3034372400.0,78.20107,sensor,0,,,1,0.7212336,continuous,,S,S,L,splittable,L,none,False,False,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,141,6,17,17.0,6.0432754,532655000.0,3218980900.0,45.16529,sensor,0,,,0,0.0,discrete,,M,S,S,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,142,8,17,17.0,4.2386284,1430882000.0,6064977000.0,38.347687,text,0,,,1,0.64276326,continuous,,M,M,S,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,143,9,17,17.0,4.753587,1176984600.0,5594898000.0,56.57104,image,0,,,0,0.0,discrete,,M,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,144,11,17,17.0,1.7276058,1577362200.0,2725060400.0,43.88488,sensor,0,,,1,0.66292703,continuous,,S,M,S,splittable,M,none,False,False,False,False,LOCAL,general,general,no dominant constraint,['splittable'],general,True,False,False,False,False,0
heavy,0,145,13,17,17.0,4.7390995,826218000.0,3915529200.0,64.6292,text,0,,,0,0.0,discrete,,M,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,1
heavy,0,146,14,17,17.0,3.5416627,1156518100.0,4095997400.0,61.800102,image,0,,,0,0.0,discrete,,S,S,M,atomic,NA,none,False,False,False,False,LOCAL,general,general,no dominant constraint,[],general,True,False,False,False,False,0
heavy,0,147,14,17,17.0,3.686168,3356908300.0,12374128000.0,93.20288,image,0,,,1,0.47708416,continuous,,S,L,L,splittable,S,none,False,True,False,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'splittable']",compute_intensive,False,False,False,True,False,0
heavy,0,148,2,18,18.0,15.930931,2045079000.0,32580014000.0,45.76962,text,0,,,0,0.0,discrete,,L,L,S,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,2
heavy,0,149,3,18,18.0,2.3111725,1216522500.0,2811593200.0,26.340317,image,1,0.437764,18.437763,0,0.0,discrete,1,S,S,S,atomic,NA,hard,True,False,False,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),['deadline_hard'],deadline_hard,False,True,False,False,False,1
heavy,0,150,4,18,18.0,7.31433,2006752000.0,14678046000.0,100.044,text,0,,,0,0.0,discrete,,L,L,L,atomic,NA,none,False,True,True,True,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'memory_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,0
heavy,0,151,7,18,18.0,10.684101,2774719000.0,29645380000.0,62.17736,text,0,,,0,0.0,discrete,,L,L,M,atomic,NA,none,False,True,True,False,CLOUD,compute_intensive,compute_or_memory_heavy,high compute/memory demand,"['compute_heavy', 'io_heavy']",compute_intensive,False,False,False,True,False,1
heavy,0,152,8,18,18.0,8.339692,1377217700.0,11485570000.0,65.04619,text,1,0.72842455,18.728424,0,0.0,discrete,1,L,M,M,atomic,NA,hard,True,False,True,False,MEC,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,153,8,18,18.0,9.509844,1874849400.0,17829526000.0,59.476814,image,1,0.44303012,18.44303,0,0.0,discrete,1,L,L,M,atomic,NA,hard,True,True,True,False,CLOUD,deadline_hard,deadline_hard,hard deadline (tight slots),"['deadline_hard', 'compute_heavy', 'io_heavy']",deadline_hard,False,True,False,False,False,0
heavy,0,154,8,18,18.0,7.635485,1519089500.0,11598985000.0,49.147133,text,0,,,1,0.5476072,continuous,,L,M,S,splittable,M,none,False,False,True,False,LOCAL,data_intensive,large_input_bandwidth,large data volume / IO heavy,"['io_heavy', 'splittable']",data_intensive,False,False,False,False,True,0
